UD.o.%,2722,UD.o.%,532,UD.o.%,338,UD.o.%,502,UD.o.%,355,UD.Backspace.R,754,UD.o.%,324,UD.o.%,249,UD.o.%,218,UD.o.%,281,UD.o.%,1257,UD.o.%,148,UD.o.%,112,UD.o.5,108,UD.o.%,101,UD.o.%,175,UD.o.%,163,UD.o.%,36,UD.5.R,5,UD.o.%,148,UD.o.%,195,UD.o.%,129,UD.o.%,613,UD.o.%,142,UD.o.%,141,UD.o.%,157,UD.o.5,43,UD.o.%,153,UD.%.A,359,UD.o.%,102,UD.o.%,165,UD.o.%,133,UD.o.%,154,UD.o.%,155,UD.O.Backspace,149,UD.o.%,149,UD.o.%,116,UD.o.5,133,UD.o.%,164,UD.o.%,106,UD.o.%,127,UD.o.%,121,UD.o.%,140,UD.o.%,139,UD.o.%,123,UD.o.%,90,UD.o.%,117,UD.o.%,144,UD.o.%,114,UD.o.%,121,UD.o.%,124,UD.o.%,79,UD.o.%,110,UD.o.%,106,UD.o.%,122,UD.5.R,127,UD.o.%,121,UD.o.%,181,UD.o.%,138,UD.o.%,128,UD.o.%,118,UD.o.%,117,UD.p.5,128,UD.o.%,167,UD.o.%,156,,,,,,,,,,,,,,,,
H.%,107,H.%,117,H.%,103,H.%,109,H.%,99,H.R,115,H.%,99,H.%,99,H.%,109,H.%,97,H.%,7,H.%,103,H.%,91,H.5,96,H.%,112,H.%,79,H.%,96,H.%,102,H.R,71,H.%,85,H.%,96,H.%,80,H.%,80,H.%,90,H.%,96,H.%,85,H.5,111,H.%,108,H.A,107,H.%,2951,H.%,650,H.%,436,H.%,2253,H.%,414,H.Backspace,356,H.%,243,H.%,337,H.5,385,H.%,382,H.%,497,H.%,327,H.%,359,H.%,284,H.%,295,H.%,394,H.%,291,H.%,277,H.%,432,H.%,1113,H.%,488,H.%,1922,H.%,683,H.%,477,H.%,482,H.%,400,H.R,260,H.%,306,H.%,299,H.%,325,H.%,214,H.%,254,H.%,424,H.5,439,H.%,650,H.%,373,,,,,,,,,,,,,,,,
DD.%.Enter,1657,DD.%.Enter,336,DD.%.Enter,550,DD.%.Enter,608,DD.%.Enter,221,DD.R.o,259,DD.%.Enter,539,DD.%.Enter,298,DD.%.Enter,367,DD.%.Enter,236,DD.%.Enter,90,DD.%.Enter,365,DD.%.Enter,449,DD.5.Backspace,244,DD.%.Enter,573,DD.%.Enter,405,DD.%.Enter,1095,DD.%.Enter,701,DD.R.o,1026,DD.%.Enter,332,DD.%.Enter,537,DD.%.Enter,363,DD.%.Enter,439,DD.%.Enter,326,DD.%.Enter,300,DD.%.Enter,343,DD.5.=,162,DD.%.Enter,618,DD.A.Enter,1413,DD.%.Enter,3107,DD.%.Enter,827,DD.%.Enter,596,DD.%.Enter,2403,DD.%.Enter,607,DD.Backspace.5,500,DD.%.Enter,401,DD.%.Enter,487,DD.5.Backspace,531,DD.%.Enter,510,DD.%.Enter,662,DD.%.Enter,461,DD.%.Enter,504,DD.%.Enter,408,DD.%.Enter,446,DD.%.Enter,560,DD.%.Enter,450,DD.%.Enter,427,DD.%.Enter,577,DD.%.Enter,1257,DD.%.Enter,628,DD.%.Enter,2046,DD.%.Enter,833,DD.%.Enter,632,DD.%.Enter,589,DD.%.Enter,549,DD.R.o,421,DD.%.Enter,435,DD.%.Enter,447,DD.%.Enter,469,DD.%.Enter,375,DD.%.Enter,376,DD.%.Enter,561,DD.5.Backspace,572,DD.%.Enter,803,DD.%.Enter,539,,,,,,,,,,,,,,,,
UD.%.Enter,1550,UD.%.Enter,219,UD.%.Enter,447,UD.%.Enter,499,UD.%.Enter,122,UD.R.o,144,UD.%.Enter,440,UD.%.Enter,199,UD.%.Enter,258,UD.%.Enter,139,UD.%.Enter,83,UD.%.Enter,262,UD.%.Enter,358,UD.5.Backspace,148,UD.%.Enter,461,UD.%.Enter,326,UD.%.Enter,999,UD.%.Enter,599,UD.R.o,955,UD.%.Enter,247,UD.%.Enter,441,UD.%.Enter,283,UD.%.Enter,359,UD.%.Enter,236,UD.%.Enter,204,UD.%.Enter,258,UD.5.=,51,UD.%.Enter,510,UD.A.Enter,1306,UD.%.Enter,156,UD.%.Enter,177,UD.%.Enter,160,UD.%.Enter,150,UD.%.Enter,193,UD.Backspace.5,144,UD.%.Enter,158,UD.%.Enter,150,UD.5.Backspace,146,UD.%.Enter,128,UD.%.Enter,165,UD.%.Enter,134,UD.%.Enter,145,UD.%.Enter,124,UD.%.Enter,151,UD.%.Enter,166,UD.%.Enter,159,UD.%.Enter,150,UD.%.Enter,145,UD.%.Enter,144,UD.%.Enter,140,UD.%.Enter,124,UD.%.Enter,150,UD.%.Enter,155,UD.%.Enter,107,UD.%.Enter,149,UD.R.o,161,UD.%.Enter,129,UD.%.Enter,148,UD.%.Enter,144,UD.%.Enter,161,UD.%.Enter,122,UD.%.Enter,137,UD.5.Backspace,133,UD.%.Enter,153,UD.%.Enter,166,,,,,,,,,,,,,,,,
H.Enter,115,H.Enter,120,H.Enter,158,H.Enter,130,H.Enter,108,H.o,79,H.Enter,94,H.Enter,153,H.Enter,114,H.Enter,142,H.Enter,105,H.Enter,116,H.Enter,83,H.Backspace,78,H.Enter,82,H.Enter,89,H.Enter,124,H.Enter,109,H.o,132,H.Enter,92,H.Enter,83,H.Enter,97,H.Enter,109,H.Enter,114,H.Enter,102,H.Enter,104,H.=,128,H.Enter,92,H.Enter,530,H.Enter,129,H.Enter,168,H.Enter,86,H.Enter,167,H.Enter,100,H.5,51,H.Enter,93,H.Enter,55,H.Backspace,94,H.Enter,119,H.Enter,155,H.Enter,206,H.Enter,76,H.Enter,90,H.Enter,47,H.Enter,46,H.Enter,79,H.Enter,79,H.Enter,233,H.Enter,207,H.Enter,140,H.Enter,99,H.Enter,86,H.Enter,110,H.Enter,250,H.Enter,206,H.o,122,H.Enter,65,H.Enter,80,H.Enter,81,H.Enter,94,H.Enter,68,H.Enter,630,H.Backspace,110,H.Enter,211,H.Enter,105,,,,,,,,,,,,,,,,
DD.Enter.A,1734,DD.Enter.A,945,DD.Enter.A,893,DD.Enter.A,771,DD.Enter.A,1223,DD.o.%,1218,DD.Enter.A,1434,DD.Enter.A,464,DD.Enter.A,592,DD.Enter.A,784,DD.Enter.A,384,DD.Enter.A,402,DD.Enter.A,451,DD.Backspace.%,528,DD.Enter.A,266,DD.Enter.A,245,DD.Enter.A,315,DD.Enter.A,235,DD.o.%,254,DD.Enter.A,194,DD.Enter.A,257,DD.Enter.A,175,DD.Enter.A,408,DD.Enter.A,426,DD.Enter.A,292,DD.Enter.A,176,DD.=.%,537,DD.Enter.m,372,DD.Enter.A,568,DD.Enter.A,230,DD.Enter.A,268,DD.Enter.A,214,DD.Enter.A,279,DD.Enter.A,195,DD.5.Backspace,132,DD.Enter.A,194,DD.Enter.A,177,DD.Backspace.%,195,DD.Enter.A,231,DD.Enter.A,245,DD.Enter.A,313,DD.Enter.A,171,DD.Enter.A,223,DD.Enter.A,155,DD.Enter.A,152,DD.Enter.A,192,DD.Enter.A,164,DD.Enter.A,340,DD.Enter.A,282,DD.Enter.A,257,DD.Enter.A,201,DD.Enter.A,187,DD.Enter.A,206,DD.Enter.A,334,DD.Enter.A,297,DD.o.%,219,DD.Enter.A,150,DD.Enter.A,176,DD.Enter.A,193,DD.Enter.A,201,DD.Enter.A,153,DD.Enter.A,715,DD.Backspace.Backspace,206,DD.Enter.A,324,DD.Enter.A,222,,,,,,,,,,,,,,,,
UD.Enter.A,1619,UD.Enter.A,825,UD.Enter.A,735,UD.Enter.A,641,UD.Enter.A,1115,UD.o.%,1139,UD.Enter.A,1340,UD.Enter.A,311,UD.Enter.A,478,UD.Enter.A,642,UD.Enter.A,279,UD.Enter.A,286,UD.Enter.A,368,UD.Backspace.%,450,UD.Enter.A,184,UD.Enter.A,156,UD.Enter.A,191,UD.Enter.A,126,UD.o.%,122,UD.Enter.A,102,UD.Enter.A,174,UD.Enter.A,78,UD.Enter.A,299,UD.Enter.A,312,UD.Enter.A,190,UD.Enter.A,72,UD.=.%,409,UD.Enter.m,280,UD.Enter.A,38,UD.Enter.A,101,UD.Enter.A,100,UD.Enter.A,128,UD.Enter.A,112,UD.Enter.A,95,UD.5.Backspace,81,UD.Enter.A,101,UD.Enter.A,122,UD.Backspace.%,101,UD.Enter.A,112,UD.Enter.A,90,UD.Enter.A,107,UD.Enter.A,95,UD.Enter.A,133,UD.Enter.A,108,UD.Enter.A,106,UD.Enter.A,113,UD.Enter.A,85,UD.Enter.A,107,UD.Enter.A,75,UD.Enter.A,117,UD.Enter.A,102,UD.Enter.A,101,UD.Enter.A,96,UD.Enter.A,84,UD.Enter.A,91,UD.o.%,97,UD.Enter.A,85,UD.Enter.A,96,UD.Enter.A,112,UD.Enter.A,107,UD.Enter.A,85,UD.Enter.A,85,UD.Backspace.Backspace,96,UD.Enter.A,113,UD.Enter.A,117,,,,,,,,,,,,,,,,
,,,,,,,,,,H.%,113,,,,,,,,,,,,,,,H.%,102,,,,,,,,,H.%,100,,,,,,,,,,,,,,,H.%,95,,,,,,,,,,,,,,,H.Backspace,42,,,,,H.%,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.%,146,,,,,,,,,,,,,H.Backspace,306,,,H.A,408,,,,,,,,,,,,,,,,
,,,,,,,,,,DD.%.Tab,305,,,,,,,,,,,,,,,DD.%.Enter,180,,,,,,,,,DD.%.Enter,504,,,,,,,,,,,,,,,DD.%.Backspace,190,,,,,,,,,,,,,,,DD.Backspace.o,159,,,,,DD.%.Enter,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.%.Enter,253,,,,,,,,,,,,,DD.Backspace.o,402,,,DD.A.m,494,,,,,,,,,,,,,,,,
,,,,,,,,,,UD.%.Tab,192,,,,,,,,,,,,,,,UD.%.Enter,78,,,,,,,,,UD.%.Enter,404,,,,,,,,,,,,,,,UD.%.Backspace,95,,,,,,,,,,,,,,,UD.Backspace.o,117,,,,,UD.%.Enter,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.%.Enter,107,,,,,,,,,,,,,UD.Backspace.o,96,,,UD.A.m,86,,,,,,,,,,,,,,,,
,,,,,,,,,,H.Tab,150,,,,,,,,,,,,,,,H.Enter,105,,,,,,,,,H.Enter,113,,,,,,,,,,,,,,,H.Backspace,97,,,,,,,,,,,,,,,H.o,58,,,,,H.Enter,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.Enter,146,,,,,,,,,,,,,H.o,76,,,H.m,63,,,,,,,,,,,,,,,,
,,,,,,,,,,DD.Tab.Enter,965,,,,,,,,,,,,,,,DD.Enter.A,243,,,,,,,,,DD.Enter.A,283,,,,,,,,,,,,,,,DD.Backspace.Backspace,410,,,,,,,,,,,,,,,DD.o.%,191,,,,,DD.Enter.A,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.Enter.A,227,,,,,,,,,,,,,DD.o.%,188,,,DD.m.1,213,,,,,,,,,,,,,,,,
,,,,,,,,,,UD.Tab.Enter,815,,,,,,,,,,,,,,,UD.Enter.A,138,,,,,,,,,UD.Enter.A,170,,,,,,,,,,,,,,,UD.Backspace.Backspace,313,,,,,,,,,,,,,,,UD.o.%,133,,,,,UD.Enter.A,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.Enter.A,81,,,,,,,,,,,,,UD.o.%,112,,,UD.m.1,150,,,,,,,,,,,,,,,,
,,,,,,,,,,H.Enter,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.Backspace,50,,,,,,,,,,,,,,,H.%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.%,90,,,H.1,324,,,,,,,,,,,,,,,,
,,,,,,,,,,DD.Enter.A,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.Backspace.Backspace,148,,,,,,,,,,,,,,,DD.%.Enter,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.%.Enter,171,,,DD.1.1,425,,,,,,,,,,,,,,,,
,,,,,,,,,,UD.Enter.A,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.Backspace.Backspace,98,,,,,,,,,,,,,,,UD.%.Enter,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.%.Enter,81,,,UD.1.1,101,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.Backspace,96,,,,,,,,,,,,,,,H.Enter,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.Enter,337,,,H.1,380,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.Backspace.%,177,,,,,,,,,,,,,,,DD.Enter.A,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.Enter.A,458,,,DD.1.5,498,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.Backspace.%,81,,,,,,,,,,,,,,,UD.Enter.A,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.Enter.A,121,,,UD.1.5,118,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.%,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.5,229,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.%.Enter,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.5.R,352,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.%.Enter,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.5.R,123,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.Enter,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R,609,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.Enter.A,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.R.o,709,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.Enter.A,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.R.o,100,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.o,390,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.o.%,517,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.o.%,127,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.%,2093,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.%.Enter,2253,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.%.Enter,160,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.Enter,576,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,
