H.A,178,H.A,150,H.A,156,H.A,155,H.A,140,H.A,127,H.A,144,H.A,123,H.A,216,H.A,199,H.A,165,H.A,154,H.A,160,H.A,122,H.A,171,H.A,145,H.A,53,H.A,177,H.A,176,H.A,144,H.A,161,H.A,166,H.A,176,H.A,166,H.A,150,H.A,166,H.A,155,H.A,156,H.A,155,H.A,123,H.A,171,H.A,135,H.A,181,H.A,162,H.A,156,H.A,160,H.A,156,H.A,187,H.A,171,H.A,177,H.A,171,H.A,188,H.A,161,H.A,177,H.A,158,H.A,132,H.A,167,H.A,178,H.A,161,H.A,175,H.A,167,H.A,213,H.A,177,H.A,209,H.A,199,H.A,149,H.A,194,H.A,187,H.A,193,H.A,160,H.A,208,H.A,204,H.A,183,H.A,193,H.A,288
DD.A.m,1004,DD.A.m,199,DD.A.m,239,DD.A.m,281,DD.A.m,319,DD.A.m,264,DD.A.m,573,DD.A.m,288,DD.A.m,283,DD.A.m,244,DD.A.m,177,DD.A.m,223,DD.A.m,194,DD.A.m,190,DD.A.m,176,DD.A.m,271,DD.A.m,150,DD.A.m,249,DD.A.m,231,DD.A.m,248,DD.A.m,172,DD.A.m,250,DD.A.m,230,DD.A.m,222,DD.A.m,155,DD.A.m,171,DD.A.m,165,DD.A.m,162,DD.A.m,171,DD.A.m,161,DD.A.m,695,DD.A.m,177,DD.A.m,358,DD.A.m,290,DD.A.m,163,DD.A.m,217,DD.A.m,176,DD.A.m,333,DD.A.m,208,DD.A.m,209,DD.A.m,176,DD.A.m,193,DD.A.m,254,DD.A.m,324,DD.A.m,180,DD.A.m,164,DD.A.m,379,DD.A.m,183,DD.A.m,197,DD.A.m,207,DD.A.m,172,DD.A.m,279,DD.A.m,254,DD.A.m,299,DD.A.m,215,DD.A.m,210,DD.A.m,198,DD.A.m,267,DD.A.m,205,DD.A.m,182,DD.A.m,233,DD.A.m,244,DD.A.m,187,DD.A.m,289,DD.A.m,409
UD.A.m,826,UD.A.m,49,UD.A.m,83,UD.A.m,126,UD.A.m,179,UD.A.m,137,UD.A.m,429,UD.A.m,165,UD.A.m,67,UD.A.m,45,UD.A.m,12,UD.A.m,69,UD.A.m,34,UD.A.m,68,UD.A.m,5,UD.A.m,126,UD.A.m,97,UD.A.m,72,UD.A.m,55,UD.A.m,104,UD.A.m,11,UD.A.m,84,UD.A.m,54,UD.A.m,56,UD.A.m,5,UD.A.m,5,UD.A.m,10,UD.A.m,6,UD.A.m,16,UD.A.m,38,UD.A.m,524,UD.A.m,42,UD.A.m,177,UD.A.m,128,UD.A.m,7,UD.A.m,57,UD.A.m,20,UD.A.m,146,UD.A.m,37,UD.A.m,32,UD.A.m,5,UD.A.m,5,UD.A.m,93,UD.A.m,147,UD.A.m,22,UD.A.m,32,UD.A.m,212,UD.A.m,5,UD.A.m,36,UD.A.m,32,UD.A.m,5,UD.A.m,66,UD.A.m,77,UD.A.m,90,UD.A.m,16,UD.A.m,61,UD.A.m,4,UD.A.m,80,UD.A.m,12,UD.A.m,22,UD.A.m,25,UD.A.m,40,UD.A.m,4,UD.A.m,96,UD.A.m,121
H.m,129,H.m,183,H.m,140,H.m,122,H.m,160,H.m,122,H.m,134,H.m,133,H.m,139,H.m,149,H.m,127,H.m,134,H.m,133,H.m,123,H.m,123,H.m,133,H.m,108,H.m,138,H.m,128,H.m,128,H.m,133,H.m,145,H.m,144,H.m,144,H.m,139,H.m,129,H.m,155,H.m,144,H.m,124,H.m,79,H.m,159,H.m,86,H.m,144,H.m,149,H.m,127,H.m,140,H.m,134,H.m,145,H.m,144,H.m,107,H.m,139,H.m,145,H.m,134,H.m,155,H.m,122,H.m,102,H.m,159,H.m,177,H.m,128,H.m,118,H.m,139,H.m,182,H.m,161,H.m,163,H.m,138,H.m,133,H.m,144,H.m,122,H.m,147,H.m,108,H.m,139,H.m,113,H.m,158,H.m,166,H.m,159
DD.m.1,792,DD.m.1,743,DD.m.1,545,DD.m.1,541,DD.m.1,815,DD.m.1,1031,DD.m.1,615,DD.m.1,656,DD.m.1,928,DD.m.1,1941,DD.m.R,634,DD.m.1,737,DD.m.1,475,DD.m.1,134,DD.m.1,490,DD.m.1,553,DD.m.1,782,DD.m.1,409,DD.m.1,677,DD.m.1,462,DD.m.1,236,DD.m.1,979,DD.m.1,384,DD.m.1,265,DD.m.1,896,DD.m.1,539,DD.m.1,398,DD.m.1,719,DD.m.1,201,DD.m.1,112,DD.m.1,543,DD.m.1,217,DD.m.1,396,DD.m.1,695,DD.m.1,408,DD.m.1,409,DD.m.1,560,DD.m.1,414,DD.m.1,591,DD.m.1,268,DD.m.1,654,DD.m.1,215,DD.m.1,562,DD.m.1,421,DD.m.1,964,DD.m.1,187,DD.m.1,610,DD.m.1,447,DD.m.1,223,DD.m.1,402,DD.m.1,313,DD.m.1,2197,DD.m.1,527,DD.m.1,1629,DD.m.1,412,DD.m.1,507,DD.m.1,653,DD.m.1,353,DD.m.1,295,DD.m.1,237,DD.m.1,340,DD.m.1,201,DD.m.1,694,DD.m.1,794,DD.m.R,763
UD.m.1,663,UD.m.1,560,UD.m.1,405,UD.m.1,419,UD.m.1,655,UD.m.1,909,UD.m.1,481,UD.m.1,523,UD.m.1,789,UD.m.1,1792,UD.m.R,507,UD.m.1,603,UD.m.1,342,UD.m.1,11,UD.m.1,367,UD.m.1,420,UD.m.1,674,UD.m.1,271,UD.m.1,549,UD.m.1,334,UD.m.1,103,UD.m.1,834,UD.m.1,240,UD.m.1,121,UD.m.1,757,UD.m.1,410,UD.m.1,243,UD.m.1,575,UD.m.1,77,UD.m.1,33,UD.m.1,384,UD.m.1,131,UD.m.1,252,UD.m.1,546,UD.m.1,281,UD.m.1,269,UD.m.1,426,UD.m.1,269,UD.m.1,447,UD.m.1,161,UD.m.1,515,UD.m.1,70,UD.m.1,428,UD.m.1,266,UD.m.1,842,UD.m.1,85,UD.m.1,451,UD.m.1,270,UD.m.1,95,UD.m.1,284,UD.m.1,174,UD.m.1,2015,UD.m.1,366,UD.m.1,1466,UD.m.1,274,UD.m.1,374,UD.m.1,509,UD.m.1,231,UD.m.1,148,UD.m.1,129,UD.m.1,201,UD.m.1,88,UD.m.1,536,UD.m.1,628,UD.m.R,604
H.1,133,H.1,95,H.1,124,H.1,107,H.1,107,H.1,104,H.1,91,H.1,106,H.1,91,H.1,65,H.R,139,H.1,106,H.1,69,H.1,91,H.1,85,H.1,79,H.1,80,H.1,80,H.1,85,H.1,91,H.1,82,H.1,79,H.1,96,H.1,138,H.1,79,H.1,96,H.1,85,H.1,89,H.1,85,H.1,85,H.1,68,H.1,96,H.1,107,H.1,85,H.1,85,H.1,76,H.1,90,H.1,80,H.1,79,H.1,95,H.1,69,H.1,80,H.1,85,H.1,75,H.1,63,H.1,101,H.1,91,H.1,133,H.1,53,H.1,70,H.1,59,H.1,90,H.1,107,H.1,85,H.1,85,H.1,90,H.1,129,H.1,52,H.1,80,H.1,92,H.1,80,H.1,85,H.1,85,H.1,86,H.R,145
DD.1.1,220,DD.1.1,145,DD.1.1,185,DD.1.1,178,DD.1.1,178,DD.1.1,163,DD.1.1,138,DD.1.1,167,DD.1.1,147,DD.1.1,126,DD.R.o,187,DD.1.1,178,DD.1.1,143,DD.1.1,174,DD.1.1,156,DD.1.1,135,DD.1.1,143,DD.1.1,137,DD.1.1,149,DD.1.1,146,DD.1.1,142,DD.1.1,152,DD.1.1,162,DD.1.1,233,DD.1.1,149,DD.1.1,149,DD.1.1,146,DD.1.1,172,DD.1.1,135,DD.1.1,149,DD.1.1,127,DD.1.1,148,DD.1.1,152,DD.1.1,147,DD.1.1,137,DD.1.1,141,DD.1.1,150,DD.1.1,154,DD.1.1,161,DD.1.1,164,DD.1.1,132,DD.1.1,143,DD.1.1,135,DD.1.1,126,DD.1.1,122,DD.1.1,170,DD.1.1,156,DD.1.1,464,DD.1.1,133,DD.1.1,151,DD.1.1,135,DD.1.1,162,DD.1.1,158,DD.1.1,146,DD.1.1,165,DD.1.1,154,DD.1.1,172,DD.1.1,137,DD.1.1,141,DD.1.1,152,DD.1.1,154,DD.1.1,162,DD.1.1,135,DD.1.1,138,DD.R.o,151
UD.1.1,87,UD.1.1,50,UD.1.1,61,UD.1.1,71,UD.1.1,71,UD.1.1,59,UD.1.1,47,UD.1.1,61,UD.1.1,56,UD.1.1,61,UD.R.o,48,UD.1.1,72,UD.1.1,74,UD.1.1,83,UD.1.1,71,UD.1.1,56,UD.1.1,63,UD.1.1,57,UD.1.1,64,UD.1.1,55,UD.1.1,60,UD.1.1,73,UD.1.1,66,UD.1.1,95,UD.1.1,70,UD.1.1,53,UD.1.1,61,UD.1.1,83,UD.1.1,50,UD.1.1,64,UD.1.1,59,UD.1.1,52,UD.1.1,45,UD.1.1,62,UD.1.1,52,UD.1.1,65,UD.1.1,60,UD.1.1,74,UD.1.1,82,UD.1.1,69,UD.1.1,63,UD.1.1,63,UD.1.1,50,UD.1.1,51,UD.1.1,59,UD.1.1,69,UD.1.1,65,UD.1.1,331,UD.1.1,80,UD.1.1,81,UD.1.1,76,UD.1.1,72,UD.1.1,51,UD.1.1,61,UD.1.1,80,UD.1.1,64,UD.1.1,43,UD.1.1,85,UD.1.1,61,UD.1.1,60,UD.1.1,74,UD.1.1,77,UD.1.1,50,UD.1.1,52,UD.R.o,6
H.1,102,H.1,139,H.1,139,H.1,85,H.1,124,H.1,129,H.1,130,H.1,117,H.1,135,H.1,145,H.o,150,H.1,139,H.1,106,H.1,114,H.1,128,H.1,118,H.1,107,H.1,102,H.1,123,H.1,97,H.1,133,H.1,128,H.1,117,H.1,106,H.1,80,H.1,101,H.1,111,H.1,134,H.1,96,H.1,94,H.1,92,H.1,117,H.1,110,H.1,123,H.1,104,H.1,100,H.1,134,H.1,101,H.1,112,H.1,118,H.1,102,H.1,117,H.1,97,H.1,102,H.1,117,H.1,96,H.1,112,H.1,117,H.1,117,H.1,108,H.1,113,H.1,118,H.1,134,H.1,102,H.1,107,H.1,102,H.1,122,H.1,113,H.1,127,H.1,134,H.1,106,H.1,117,H.1,101,H.1,102,H.o,156
