DD.5.R,2138,DD.5.R,1251,DD.5.R,1444,DD.5.R,1382,DD.5.R,792,DD.5.R,621,DD.5.R,911,DD.5.R,431,DD.5.R,548,DD.5.R,1381,DD.5.R,448,DD.5.R,442,DD.5.R,350,DD.5.R,377,DD.5.R,519,DD.5.R,431,DD.5.R,254,DD.5.R,516,DD.5.R,282,DD.5.R,275,DD.5.R,279,DD.5.R,589,DD.5.R,1038,DD.5.R,317,DD.5.R,296,DD.5.R,722,DD.5.R,811,DD.5.R,305,DD.5.R,1123,DD.5.R,289,DD.5.R,311,DD.5.R,817,DD.5.R,378,DD.5.R,513,DD.5.R,327,DD.5.R,1271,DD.5.R,326,DD.5.R,305,DD.5.R,1289,DD.5.R,265,DD.5.R,263,DD.5.R,268,DD.5.R,325,DD.5.R,328,DD.5.R,405,DD.5.R,340,DD.5.R,301,DD.5.R,362,DD.5.R,332,DD.5.R,274,DD.5.R,273,DD.5.R,252,DD.5.R,348,DD.5.R,245,DD.5.R,374,DD.5.R,307,DD.5.R,314,DD.5.R,283,DD.5.R,418,DD.5.R,318,DD.5.R,248,DD.5.R,318,DD.5.R,273,DD.5.R,274,DD.5.R,902,DD.5.R,268,DD.5.R,246,DD.5.R,294,DD.5.R,324,DD.5.R,475,DD.5.R,290,DD.5.R,252,DD.5.R,1013,DD.5.R,289,DD.5.R,263,DD.5.R,214,DD.5.R,219,DD.5.R,248
UD.5.R,2036,UD.5.R,1160,UD.5.R,1337,UD.5.R,1275,UD.5.R,686,UD.5.R,488,UD.5.R,783,UD.5.R,328,UD.5.R,440,UD.5.R,1261,UD.5.R,357,UD.5.R,335,UD.5.R,226,UD.5.R,243,UD.5.R,395,UD.5.R,312,UD.5.R,141,UD.5.R,393,UD.5.R,176,UD.5.R,158,UD.5.R,157,UD.5.R,434,UD.5.R,936,UD.5.R,200,UD.5.R,204,UD.5.R,614,UD.5.R,684,UD.5.R,198,UD.5.R,1020,UD.5.R,166,UD.5.R,209,UD.5.R,668,UD.5.R,254,UD.5.R,405,UD.5.R,209,UD.5.R,1164,UD.5.R,203,UD.5.R,193,UD.5.R,1155,UD.5.R,147,UD.5.R,134,UD.5.R,140,UD.5.R,190,UD.5.R,213,UD.5.R,271,UD.5.R,207,UD.5.R,189,UD.5.R,233,UD.5.R,213,UD.5.R,146,UD.5.R,155,UD.5.R,134,UD.5.R,215,UD.5.R,138,UD.5.R,261,UD.5.R,184,UD.5.R,197,UD.5.R,150,UD.5.R,283,UD.5.R,184,UD.5.R,130,UD.5.R,163,UD.5.R,145,UD.5.R,166,UD.5.R,779,UD.5.R,134,UD.5.R,117,UD.5.R,166,UD.5.R,200,UD.5.R,342,UD.5.R,162,UD.5.R,130,UD.5.R,869,UD.5.R,166,UD.5.R,134,UD.5.R,112,UD.5.R,112,UD.5.R,130
H.R,112,H.R,113,H.R,144,H.R,145,H.R,167,H.R,156,H.R,156,H.R,155,H.R,122,H.R,156,H.R,145,H.R,160,H.R,167,H.R,162,H.R,171,H.R,145,H.R,160,H.R,151,H.R,166,H.R,150,H.R,161,H.R,177,H.R,166,H.R,155,H.R,136,H.R,167,H.R,160,H.R,166,H.R,176,H.R,144,H.R,182,H.R,155,H.R,150,H.R,184,H.R,156,H.R,170,H.R,171,H.R,182,H.R,155,H.R,155,H.R,182,H.R,177,H.R,177,H.R,165,H.R,167,H.R,199,H.R,192,H.R,214,H.R,187,H.R,187,H.R,176,H.R,161,H.R,183,H.R,150,H.R,166,H.R,181,H.R,177,H.R,184,H.R,171,H.R,145,H.R,187,H.R,182,H.R,182,H.R,166,H.R,209,H.R,193,H.R,182,H.R,181,H.R,203,H.R,188,H.R,193,H.R,192,H.R,182,H.R,186,H.R,230,H.R,150,H.R,209,H.R,191
DD.R.o,337,DD.R.o,381,DD.R.o,419,DD.R.o,647,DD.R.o,524,DD.R.o,658,DD.R.o,653,DD.R.o,816,DD.R.o,291,DD.R.o,283,DD.R.o,268,DD.R.o,277,DD.R.o,323,DD.R.o,323,DD.R.o,357,DD.R.o,324,DD.R.o,616,DD.R.o,379,DD.R.o,332,DD.R.o,290,DD.R.o,307,DD.R.o,320,DD.R.o,630,DD.R.o,256,DD.R.o,284,DD.R.o,351,DD.R.o,265,DD.R.o,251,DD.R.o,343,DD.R.o,268,DD.R.o,272,DD.R.o,358,DD.R.o,236,DD.R.o,452,DD.R.o,269,DD.R.o,307,DD.R.o,291,DD.R.o,277,DD.R.o,1737,DD.R.o,226,DD.R.o,222,DD.R.o,303,DD.R.o,318,DD.R.o,382,DD.R.o,291,DD.R.o,382,DD.R.o,377,DD.R.o,404,DD.R.o,311,DD.R.o,332,DD.R.o,429,DD.R.o,271,DD.R.o,414,DD.R.o,262,DD.R.o,358,DD.R.o,627,DD.R.o,253,DD.R.o,285,DD.R.o,430,DD.R.o,271,DD.R.o,292,DD.R.o,316,DD.R.o,315,DD.R.o,323,DD.R.o,326,DD.R.o,378,DD.R.o,328,DD.R.o,324,DD.R.o,294,DD.R.o,291,DD.R.o,316,DD.R.o,333,DD.R.o,725,DD.R.o,285,DD.R.o,333,DD.R.o,248,DD.R.o,315,DD.R.o,273
UD.R.o,225,UD.R.o,268,UD.R.o,275,UD.R.o,502,UD.R.o,357,UD.R.o,502,UD.R.o,497,UD.R.o,661,UD.R.o,169,UD.R.o,127,UD.R.o,123,UD.R.o,117,UD.R.o,156,UD.R.o,161,UD.R.o,186,UD.R.o,179,UD.R.o,456,UD.R.o,228,UD.R.o,166,UD.R.o,140,UD.R.o,146,UD.R.o,143,UD.R.o,464,UD.R.o,101,UD.R.o,148,UD.R.o,184,UD.R.o,105,UD.R.o,85,UD.R.o,167,UD.R.o,124,UD.R.o,90,UD.R.o,203,UD.R.o,86,UD.R.o,268,UD.R.o,113,UD.R.o,137,UD.R.o,120,UD.R.o,95,UD.R.o,1582,UD.R.o,71,UD.R.o,40,UD.R.o,126,UD.R.o,141,UD.R.o,217,UD.R.o,124,UD.R.o,183,UD.R.o,185,UD.R.o,190,UD.R.o,124,UD.R.o,145,UD.R.o,253,UD.R.o,110,UD.R.o,231,UD.R.o,112,UD.R.o,192,UD.R.o,446,UD.R.o,76,UD.R.o,101,UD.R.o,259,UD.R.o,126,UD.R.o,105,UD.R.o,134,UD.R.o,133,UD.R.o,157,UD.R.o,117,UD.R.o,185,UD.R.o,146,UD.R.o,143,UD.R.o,91,UD.R.o,103,UD.R.o,123,UD.R.o,141,UD.R.o,543,UD.R.o,99,UD.R.o,103,UD.R.o,98,UD.R.o,106,UD.R.o,82
H.o,127,H.o,113,H.o,145,H.o,118,H.o,101,H.o,139,H.o,139,H.o,124,H.o,145,H.o,139,H.o,123,H.o,118,H.o,134,H.o,150,H.o,129,H.o,112,H.o,140,H.o,134,H.o,90,H.o,101,H.o,112,H.o,129,H.o,96,H.o,98,H.o,102,H.o,135,H.o,118,H.o,123,H.o,134,H.o,102,H.o,135,H.o,113,H.o,117,H.o,128,H.o,118,H.o,107,H.o,107,H.o,123,H.o,140,H.o,113,H.o,123,H.o,124,H.o,112,H.o,137,H.o,139,H.o,182,H.o,144,H.o,149,H.o,135,H.o,118,H.o,134,H.o,118,H.o,112,H.o,106,H.o,125,H.o,124,H.o,130,H.o,124,H.o,133,H.o,123,H.o,113,H.o,139,H.o,134,H.o,144,H.o,133,H.o,125,H.o,107,H.o,144,H.o,151,H.o,134,H.o,118,H.o,118,H.o,129,H.o,150,H.o,124,H.o,123,H.o,139,H.o,150
DD.o.%,815,DD.o.%,1588,DD.o.%,923,DD.o.%,1204,DD.o.%,763,DD.o.%,536,DD.o.%,622,DD.o.%,1606,DD.o.%,397,DD.o.%,469,DD.o.%,415,DD.o.%,440,DD.o.%,397,DD.o.%,574,DD.o.%,353,DD.o.%,522,DD.o.%,426,DD.o.%,329,DD.o.%,308,DD.o.%,288,DD.o.%,448,DD.o.%,339,DD.o.%,443,DD.o.%,334,DD.o.%,284,DD.o.%,501,DD.o.%,299,DD.o.%,290,DD.o.%,973,DD.o.%,275,DD.o.%,298,DD.o.%,389,DD.o.%,252,DD.o.%,668,DD.o.%,307,DD.o.%,260,DD.o.%,307,DD.o.%,993,DD.o.%,988,DD.o.%,269,DD.o.%,285,DD.o.%,1057,DD.o.%,337,DD.o.%,333,DD.o.%,348,DD.o.%,489,DD.o.%,357,DD.o.%,600,DD.o.%,547,DD.o.%,359,DD.o.%,319,DD.o.%,277,DD.o.%,328,DD.o.%,250,DD.o.%,283,DD.o.%,309,DD.o.%,277,DD.o.%,324,DD.o.%,910,DD.o.%,302,DD.o.%,315,DD.o.%,327,DD.o.%,527,DD.o.%,1491,DD.o.%,481,DD.o.%,321,DD.o.%,417,DD.o.%,654,DD.o.%,534,DD.o.%,970,DD.o.%,295,DD.o.%,304,DD.o.%,354,DD.o.%,376,DD.o.%,437,DD.o.%,275,DD.o.%,304,DD.o.%,488
UD.o.%,688,UD.o.%,1475,UD.o.%,778,UD.o.%,1086,UD.o.%,662,UD.o.%,397,UD.o.%,483,UD.o.%,1482,UD.o.%,252,UD.o.%,330,UD.o.%,292,UD.o.%,322,UD.o.%,263,UD.o.%,424,UD.o.%,224,UD.o.%,410,UD.o.%,286,UD.o.%,195,UD.o.%,218,UD.o.%,187,UD.o.%,336,UD.o.%,210,UD.o.%,347,UD.o.%,236,UD.o.%,182,UD.o.%,366,UD.o.%,181,UD.o.%,167,UD.o.%,839,UD.o.%,173,UD.o.%,163,UD.o.%,276,UD.o.%,135,UD.o.%,540,UD.o.%,189,UD.o.%,153,UD.o.%,200,UD.o.%,870,UD.o.%,848,UD.o.%,156,UD.o.%,162,UD.o.%,933,UD.o.%,225,UD.o.%,196,UD.o.%,209,UD.o.%,307,UD.o.%,213,UD.o.%,451,UD.o.%,412,UD.o.%,241,UD.o.%,185,UD.o.%,159,UD.o.%,216,UD.o.%,144,UD.o.%,158,UD.o.%,185,UD.o.%,147,UD.o.%,200,UD.o.%,777,UD.o.%,179,UD.o.%,202,UD.o.%,188,UD.o.%,393,UD.o.%,1347,UD.o.%,348,UD.o.%,196,UD.o.%,310,UD.o.%,510,UD.o.%,383,UD.o.%,836,UD.o.%,177,UD.o.%,186,UD.o.%,225,UD.o.%,226,UD.o.%,313,UD.o.%,152,UD.o.%,165,UD.o.%,338
H.%,127,H.%,122,H.%,118,H.%,167,H.%,150,H.%,176,H.%,156,H.%,133,H.%,134,H.%,145,H.%,150,H.%,171,H.%,165,H.%,166,H.%,165,H.%,166,H.%,134,H.%,129,H.%,166,H.%,161,H.%,144,H.%,150,H.%,171,H.%,161,H.%,197,H.%,139,H.%,155,H.%,129,H.%,155,H.%,156,H.%,203,H.%,171,H.%,146,H.%,140,H.%,165,H.%,198,H.%,155,H.%,182,H.%,161,H.%,157,H.%,155,H.%,171,H.%,166,H.%,204,H.%,160,H.%,151,H.%,176,H.%,150,H.%,144,H.%,151,H.%,139,H.%,149,H.%,135,H.%,140,H.%,155,H.%,139,H.%,151,H.%,167,H.%,128,H.%,155,H.%,181,H.%,182,H.%,149,H.%,172,H.%,252,H.%,167,H.%,155,H.%,169,H.%,166,H.%,167,H.%,166,H.%,181,H.%,156,H.%,177,H.%,151,H.%,139,H.%,155,H.%,172
DD.%.Enter,746,DD.%.Enter,290,DD.%.Enter,394,DD.%.Enter,743,DD.%.Enter,904,DD.%.Enter,381,DD.%.Enter,588,DD.%.Enter,323,DD.%.Enter,318,DD.%.Enter,625,DD.%.Enter,344,DD.%.Enter,562,DD.%.Enter,305,DD.%.Enter,296,DD.%.Enter,319,DD.%.Enter,348,DD.%.Enter,370,DD.%.Enter,321,DD.%.Enter,318,DD.%.Enter,325,DD.%.Enter,313,DD.%.Enter,289,DD.%.Enter,339,DD.%.Enter,305,DD.%.Enter,577,DD.%.Enter,326,DD.%.Enter,294,DD.%.Enter,333,DD.%.Enter,282,DD.%.Enter,279,DD.%.Enter,738,DD.%.Enter,377,DD.%.Enter,303,DD.%.Enter,280,DD.%.Enter,338,DD.%.Enter,310,DD.%.Enter,287,DD.%.Enter,2336,DD.%.Enter,356,DD.%.Enter,279,DD.%.Enter,321,DD.%.Enter,355,DD.%.Enter,316,DD.%.Enter,363,DD.%.Enter,337,DD.%.Enter,333,DD.%.Enter,371,DD.%.Enter,351,DD.%.Enter,312,DD.%.Enter,315,DD.%.Enter,284,DD.%.Enter,250,DD.%.Enter,613,DD.%.Enter,598,DD.%.Enter,288,DD.%.Enter,318,DD.%.Enter,341,DD.%.Enter,337,DD.%.Enter,265,DD.%.Enter,327,DD.%.Enter,360,DD.%.Enter,314,DD.%.Enter,306,DD.%.Enter,355,DD.%.Enter,509,DD.%.Enter,296,DD.%.Enter,269,DD.%.Enter,399,DD.%.Enter,298,DD.%.Enter,318,DD.%.Enter,457,DD.%.Enter,330,DD.%.Enter,754,DD.%.Enter,306,DD.%.Enter,289,DD.%.Enter,268,DD.%.Enter,307,DD.%.Enter,363
UD.%.Enter,619,UD.%.Enter,168,UD.%.Enter,276,UD.%.Enter,576,UD.%.Enter,754,UD.%.Enter,205,UD.%.Enter,432,UD.%.Enter,190,UD.%.Enter,184,UD.%.Enter,480,UD.%.Enter,194,UD.%.Enter,391,UD.%.Enter,140,UD.%.Enter,130,UD.%.Enter,154,UD.%.Enter,182,UD.%.Enter,236,UD.%.Enter,192,UD.%.Enter,152,UD.%.Enter,164,UD.%.Enter,169,UD.%.Enter,139,UD.%.Enter,168,UD.%.Enter,144,UD.%.Enter,380,UD.%.Enter,187,UD.%.Enter,139,UD.%.Enter,204,UD.%.Enter,127,UD.%.Enter,123,UD.%.Enter,535,UD.%.Enter,206,UD.%.Enter,157,UD.%.Enter,140,UD.%.Enter,173,UD.%.Enter,112,UD.%.Enter,132,UD.%.Enter,2154,UD.%.Enter,195,UD.%.Enter,122,UD.%.Enter,166,UD.%.Enter,184,UD.%.Enter,150,UD.%.Enter,159,UD.%.Enter,177,UD.%.Enter,182,UD.%.Enter,195,UD.%.Enter,201,UD.%.Enter,168,UD.%.Enter,164,UD.%.Enter,145,UD.%.Enter,101,UD.%.Enter,478,UD.%.Enter,458,UD.%.Enter,133,UD.%.Enter,179,UD.%.Enter,190,UD.%.Enter,170,UD.%.Enter,137,UD.%.Enter,172,UD.%.Enter,179,UD.%.Enter,132,UD.%.Enter,157,UD.%.Enter,183,UD.%.Enter,257,UD.%.Enter,129,UD.%.Enter,114,UD.%.Enter,230,UD.%.Enter,132,UD.%.Enter,151,UD.%.Enter,291,UD.%.Enter,149,UD.%.Enter,598,UD.%.Enter,129,UD.%.Enter,138,UD.%.Enter,129,UD.%.Enter,152,UD.%.Enter,191
H.Enter,97,H.Enter,109,H.Enter,120,H.Enter,135,H.Enter,103,H.Enter,145,H.Enter,101,H.Enter,123,H.Enter,128,H.Enter,112,H.Enter,106,H.Enter,112,H.Enter,90,H.Enter,107,H.Enter,101,H.Enter,112,H.Enter,97,H.Enter,106,H.Enter,85,H.Enter,86,H.Enter,96,H.Enter,108,H.Enter,86,H.Enter,85,H.Enter,128,H.Enter,92,H.Enter,96,H.Enter,107,H.Enter,92,H.Enter,97,H.Enter,101,H.Enter,96,H.Enter,91,H.Enter,101,H.Enter,75,H.Enter,85,H.Enter,91,H.Enter,90,H.Enter,86,H.Enter,86,H.Enter,106,H.Enter,91,H.Enter,75,H.Enter,101,H.Enter,90,H.Enter,102,H.Enter,92,H.Enter,108,H.Enter,86,H.Enter,80,H.Enter,84,H.Enter,86,H.Enter,113,H.Enter,102,H.Enter,101,H.Enter,79,H.Enter,107,H.Enter,79,H.Enter,86,H.Enter,108,H.Enter,93,H.Enter,102,H.Enter,74,H.Enter,112,H.Enter,91,H.Enter,96,H.Enter,112,H.Enter,91,H.Enter,96,H.Enter,96,H.Enter,123,H.Enter,81,H.Enter,117,H.Enter,76,H.Enter,100,H.Enter,63,H.Enter,86,H.Enter,117
DD.Enter.A,1274,DD.Enter.A,978,DD.Enter.A,911,DD.Enter.A,794,DD.Enter.A,460,DD.Enter.A,1136,DD.Enter.A,712,DD.Enter.A,690,DD.Enter.A,798,DD.Enter.A,434,DD.Enter.A,639,DD.Enter.A,531,DD.Enter.A,627,DD.Enter.A,619,DD.Enter.A,577,DD.Enter.A,657,DD.Enter.A,560,DD.Enter.A,636,DD.Enter.A,751,DD.Enter.A,671,DD.Enter.A,557,DD.Enter.A,650,DD.Enter.A,575,DD.Enter.A,995,DD.Enter.A,647,DD.Enter.A,582,DD.Enter.A,501,DD.Enter.A,604,DD.Enter.A,489,DD.Enter.A,595,DD.Enter.A,487,DD.Enter.A,752,DD.Enter.A,488,DD.Enter.A,551,DD.Enter.A,553,DD.Enter.A,609,DD.Enter.A,520,DD.Enter.A,834,DD.Enter.A,885,DD.Enter.A,432,DD.Enter.A,664,DD.Enter.A,655,DD.Enter.A,621,DD.Enter.A,529,DD.Enter.A,542,DD.Enter.A,479,DD.Enter.A,480,DD.Enter.A,521,DD.Enter.A,642,DD.Enter.A,562,DD.Enter.A,510,DD.Enter.A,539,DD.Enter.A,525,DD.Enter.A,516,DD.Enter.A,511,DD.Enter.A,448,DD.Enter.A,456,DD.Enter.A,413,DD.Enter.A,561,DD.Enter.A,380,DD.Enter.A,550,DD.Enter.A,518,DD.Enter.A,478,DD.Enter.A,414,DD.Enter.A,442,DD.Enter.A,522,DD.Enter.A,562,DD.Enter.A,483,DD.Enter.A,390,DD.Enter.A,423,DD.Enter.A,853,DD.Enter.A,526,DD.Enter.A,394,DD.Enter.A,536,DD.Enter.A,401,DD.Enter.A,417,DD.Enter.A,397,,
UD.Enter.A,1177,UD.Enter.A,869,UD.Enter.A,791,UD.Enter.A,659,UD.Enter.A,357,UD.Enter.A,991,UD.Enter.A,611,UD.Enter.A,567,UD.Enter.A,670,UD.Enter.A,322,UD.Enter.A,533,UD.Enter.A,419,UD.Enter.A,537,UD.Enter.A,512,UD.Enter.A,476,UD.Enter.A,545,UD.Enter.A,463,UD.Enter.A,530,UD.Enter.A,666,UD.Enter.A,585,UD.Enter.A,461,UD.Enter.A,542,UD.Enter.A,489,UD.Enter.A,910,UD.Enter.A,519,UD.Enter.A,490,UD.Enter.A,405,UD.Enter.A,497,UD.Enter.A,397,UD.Enter.A,498,UD.Enter.A,386,UD.Enter.A,656,UD.Enter.A,397,UD.Enter.A,450,UD.Enter.A,478,UD.Enter.A,524,UD.Enter.A,429,UD.Enter.A,744,UD.Enter.A,799,UD.Enter.A,346,UD.Enter.A,558,UD.Enter.A,564,UD.Enter.A,546,UD.Enter.A,428,UD.Enter.A,452,UD.Enter.A,377,UD.Enter.A,388,UD.Enter.A,413,UD.Enter.A,556,UD.Enter.A,482,UD.Enter.A,426,UD.Enter.A,453,UD.Enter.A,412,UD.Enter.A,414,UD.Enter.A,410,UD.Enter.A,369,UD.Enter.A,349,UD.Enter.A,334,UD.Enter.A,475,UD.Enter.A,272,UD.Enter.A,457,UD.Enter.A,416,UD.Enter.A,404,UD.Enter.A,302,UD.Enter.A,351,UD.Enter.A,426,UD.Enter.A,450,UD.Enter.A,392,UD.Enter.A,294,UD.Enter.A,327,UD.Enter.A,730,UD.Enter.A,445,UD.Enter.A,277,UD.Enter.A,460,UD.Enter.A,301,UD.Enter.A,354,UD.Enter.A,311,,
